elapsed_s,phase,arms_ma,head_ma,total_ma
0.003,simultaneous_pose,0.0,0.0,0.0
0.006,simultaneous_pose,0.0,0.0,0.0
0.009,simultaneous_pose,0.0,0.0,0.0
0.012,simultaneous_pose,0.0,0.0,0.0
0.015,simultaneous_pose,0.0,0.0,0.0
0.018,simultaneous_pose,13.0,0.0,13.0
0.021,simultaneous_pose,6.5,0.0,6.5
0.023,simultaneous_pose,26.0,0.0,26.0
0.026,simultaneous_pose,26.0,0.0,26.0
0.029,simultaneous_pose,32.5,0.0,32.5
0.032,simultaneous_pose,45.5,0.0,45.5
0.035,simultaneous_pose,58.5,0.0,58.5
0.038,simultaneous_pose,45.5,0.0,45.5
0.041,simultaneous_pose,58.5,0.0,58.5
0.044,simultaneous_pose,45.5,0.0,45.5
0.046,simultaneous_pose,84.5,0.0,84.5
0.049,simultaneous_pose,78.0,0.0,78.0
0.052,simultaneous_pose,71.5,0.0,71.5
0.055,simultaneous_pose,91.0,0.0,91.0
0.058,simultaneous_pose,91.0,0.0,91.0
0.061,simultaneous_pose,97.5,0.0,97.5
0.064,simultaneous_pose,104.0,0.0,104.0
0.067,simultaneous_pose,91.0,0.0,91.0
0.07,simultaneous_pose,123.5,0.0,123.5
0.072,simultaneous_pose,123.5,0.0,123.5
0.075,simultaneous_pose,123.5,0.0,123.5
0.078,simultaneous_pose,136.5,0.0,136.5
0.081,simultaneous_pose,117.0,0.0,117.0
0.084,simultaneous_pose,156.0,0.0,156.0
0.087,simultaneous_pose,143.0,0.0,143.0
0.09,simultaneous_pose,156.0,0.0,156.0
0.093,simultaneous_pose,156.0,0.0,156.0
0.096,simultaneous_pose,149.5,0.0,149.5
0.098,simultaneous_pose,149.5,0.0,149.5
0.101,simultaneous_pose,175.5,0.0,175.5
0.104,simultaneous_pose,169.0,0.0,169.0
0.107,simultaneous_pose,156.0,0.0,156.0
0.11,simultaneous_pose,162.5,0.0,162.5
0.113,simultaneous_pose,175.5,0.0,175.5
0.116,simultaneous_pose,169.0,0.0,169.0
0.119,simultaneous_pose,162.5,0.0,162.5
0.122,simultaneous_pose,182.0,0.0,182.0
0.125,simultaneous_pose,182.0,0.0,182.0
0.128,simultaneous_pose,253.5,0.0,253.5
0.131,simultaneous_pose,208.0,0.0,208.0
0.134,simultaneous_pose,188.5,0.0,188.5
0.137,simultaneous_pose,208.0,0.0,208.0
0.14,simultaneous_pose,201.5,0.0,201.5
0.143,simultaneous_pose,253.5,0.0,253.5
0.146,simultaneous_pose,201.5,0.0,201.5
0.148,simultaneous_pose,221.0,0.0,221.0
0.151,simultaneous_pose,227.5,0.0,227.5
0.154,simultaneous_pose,227.5,0.0,227.5
0.157,simultaneous_pose,227.5,6.5,234.0
