elapsed_s,phase,arms_ma,head_ma,total_ma
0.158,simultaneous_pose,240.5,0.0,240.5
0.161,simultaneous_pose,221.0,0.0,221.0
0.163,simultaneous_pose,221.0,0.0,221.0
0.166,simultaneous_pose,221.0,0.0,221.0
0.169,simultaneous_pose,240.5,6.5,247.0
0.172,simultaneous_pose,260.0,0.0,260.0
0.175,simultaneous_pose,247.0,6.5,253.5
0.177,simultaneous_pose,234.0,0.0,234.0
0.18,simultaneous_pose,299.0,0.0,299.0
0.183,simultaneous_pose,247.0,0.0,247.0
0.186,simultaneous_pose,247.0,0.0,247.0
0.188,simultaneous_pose,253.5,0.0,253.5
0.191,simultaneous_pose,325.0,0.0,325.0
0.194,simultaneous_pose,260.0,0.0,260.0
0.197,simultaneous_pose,240.5,0.0,240.5
0.2,simultaneous_pose,292.5,0.0,292.5
0.202,simultaneous_pose,273.0,0.0,273.0
0.205,simultaneous_pose,260.0,0.0,260.0
0.208,simultaneous_pose,253.5,0.0,253.5
0.21,simultaneous_pose,247.0,0.0,247.0
0.213,simultaneous_pose,279.5,0.0,279.5
0.216,simultaneous_pose,260.0,0.0,260.0
0.219,simultaneous_pose,279.5,0.0,279.5
0.222,simultaneous_pose,273.0,0.0,273.0
0.224,simultaneous_pose,318.5,0.0,318.5
0.227,simultaneous_pose,325.0,0.0,325.0
0.23,simultaneous_pose,279.5,0.0,279.5
0.233,simultaneous_pose,286.0,0.0,286.0
0.235,simultaneous_pose,292.5,0.0,292.5
0.238,simultaneous_pose,279.5,0.0,279.5
0.241,simultaneous_pose,312.0,0.0,312.0
0.243,simultaneous_pose,305.5,0.0,305.5
0.246,simultaneous_pose,312.0,0.0,312.0
0.249,simultaneous_pose,312.0,0.0,312.0
0.252,simultaneous_pose,325.0,0.0,325.0
0.254,simultaneous_pose,331.5,0.0,331.5
0.257,simultaneous_pose,312.0,6.5,318.5
0.26,simultaneous_pose,312.0,0.0,312.0
0.262,simultaneous_pose,351.0,0.0,351.0
0.265,simultaneous_pose,325.0,0.0,325.0
0.268,simultaneous_pose,331.5,0.0,331.5
0.27,simultaneous_pose,351.0,0.0,351.0
0.273,simultaneous_pose,364.0,0.0,364.0
0.276,simultaneous_pose,364.0,0.0,364.0
0.278,simultaneous_pose,351.0,0.0,351.0
0.281,simultaneous_pose,364.0,0.0,364.0
0.284,simultaneous_pose,409.5,0.0,409.5
0.287,simultaneous_pose,344.5,0.0,344.5
0.289,simultaneous_pose,357.5,0.0,357.5
0.292,simultaneous_pose,357.5,0.0,357.5
0.295,simultaneous_pose,351.0,0.0,351.0
0.297,simultaneous_pose,338.0,0.0,338.0
0.3,simultaneous_pose,416.0,0.0,416.0
0.303,simultaneous_pose,383.5,0.0,383.5
0.305,simultaneous_pose,351.0,0.0,351.0
0.308,simultaneous_pose,409.5,0.0,409.5
0.311,simultaneous_pose,383.5,0.0,383.5
0.313,simultaneous_pose,396.5,0.0,396.5
0.316,simultaneous_pose,377.0,0.0,377.0
0.319,simultaneous_pose,422.5,0.0,422.5
0.321,simultaneous_pose,377.0,0.0,377.0
0.324,simultaneous_pose,403.0,0.0,403.0
0.327,simultaneous_pose,390.0,0.0,390.0
0.329,simultaneous_pose,364.0,0.0,364.0
0.332,simultaneous_pose,344.5,0.0,344.5
0.334,simultaneous_pose,383.5,0.0,383.5
0.337,simultaneous_pose,429.0,0.0,429.0
0.34,simultaneous_pose,390.0,0.0,390.0
0.342,simultaneous_pose,383.5,0.0,383.5
0.345,simultaneous_pose,390.0,6.5,396.5
0.348,simultaneous_pose,377.0,0.0,377.0
0.35,simultaneous_pose,344.5,0.0,344.5
0.353,simultaneous_pose,344.5,0.0,344.5
0.356,simultaneous_pose,403.0,0.0,403.0
0.358,simultaneous_pose,370.5,0.0,370.5
0.361,simultaneous_pose,370.5,0.0,370.5
0.364,simultaneous_pose,344.5,0.0,344.5
0.366,simultaneous_pose,364.0,0.0,364.0
0.369,simultaneous_pose,370.5,0.0,370.5
0.371,simultaneous_pose,351.0,0.0,351.0
0.374,simultaneous_pose,357.5,0.0,357.5
0.377,simultaneous_pose,364.0,0.0,364.0
0.379,simultaneous_pose,351.0,0.0,351.0
0.382,simultaneous_pose,338.0,0.0,338.0
0.385,simultaneous_pose,305.5,0.0,305.5
0.387,simultaneous_pose,299.0,0.0,299.0
0.39,simultaneous_pose,318.5,0.0,318.5
0.392,simultaneous_pose,312.0,0.0,312.0
0.395,simultaneous_pose,331.5,0.0,331.5
0.398,simultaneous_pose,344.5,0.0,344.5
0.4,simultaneous_pose,305.5,0.0,305.5
0.403,simultaneous_pose,299.0,0.0,299.0
0.406,simultaneous_pose,318.5,0.0,318.5
0.408,simultaneous_pose,318.5,0.0,318.5
0.411,simultaneous_pose,292.5,0.0,292.5
0.413,simultaneous_pose,299.0,0.0,299.0
0.416,simultaneous_pose,325.0,0.0,325.0
0.419,simultaneous_pose,325.0,0.0,325.0
0.421,simultaneous_pose,312.0,0.0,312.0
0.424,simultaneous_pose,266.5,0.0,266.5
0.427,simultaneous_pose,279.5,0.0,279.5
0.429,simultaneous_pose,273.0,0.0,273.0
0.432,simultaneous_pose,273.0,0.0,273.0
0.434,simultaneous_pose,279.5,0.0,279.5
0.437,simultaneous_pose,299.0,0.0,299.0
0.44,simultaneous_pose,273.0,6.5,279.5
0.442,simultaneous_pose,279.5,0.0,279.5
0.445,simultaneous_pose,286.0,0.0,286.0
0.447,simultaneous_pose,292.5,6.5,299.0
0.45,simultaneous_pose,305.5,0.0,305.5
0.453,simultaneous_pose,279.5,0.0,279.5
0.455,simultaneous_pose,286.0,0.0,286.0
0.458,simultaneous_pose,279.5,0.0,279.5
0.46,simultaneous_pose,260.0,0.0,260.0
0.463,simultaneous_pose,292.5,0.0,292.5
0.465,simultaneous_pose,279.5,6.5,286.0
0.468,simultaneous_pose,279.5,0.0,279.5
0.471,simultaneous_pose,266.5,0.0,266.5
0.473,simultaneous_pose,247.0,0.0,247.0
0.476,simultaneous_pose,266.5,0.0,266.5
0.478,simultaneous_pose,273.0,0.0,273.0
0.481,simultaneous_pose,273.0,0.0,273.0
0.484,simultaneous_pose,260.0,0.0,260.0
0.486,simultaneous_pose,253.5,0.0,253.5
0.489,simultaneous_pose,260.0,0.0,260.0
0.491,simultaneous_pose,253.5,0.0,253.5
0.494,simultaneous_pose,279.5,6.5,286.0
0.497,simultaneous_pose,273.0,6.5,279.5
0.499,simultaneous_pose,273.0,0.0,273.0
0.502,simultaneous_pose,247.0,0.0,247.0
0.504,simultaneous_pose,260.0,0.0,260.0
0.507,simultaneous_pose,253.5,0.0,253.5
0.51,simultaneous_pose,279.5,0.0,279.5
0.512,simultaneous_pose,279.5,0.0,279.5
0.515,simultaneous_pose,273.0,0.0,273.0
0.517,simultaneous_pose,253.5,0.0,253.5
0.52,simultaneous_pose,299.0,0.0,299.0
0.523,simultaneous_pose,266.5,0.0,266.5
0.525,simultaneous_pose,279.5,0.0,279.5
0.528,simultaneous_pose,234.0,0.0,234.0
0.53,simultaneous_pose,253.5,0.0,253.5
0.533,simultaneous_pose,260.0,0.0,260.0
0.536,simultaneous_pose,253.5,6.5,260.0
0.538,simultaneous_pose,260.0,0.0,260.0
0.541,simultaneous_pose,266.5,0.0,266.5
0.543,simultaneous_pose,279.5,0.0,279.5
0.546,simultaneous_pose,273.0,0.0,273.0
0.549,simultaneous_pose,260.0,0.0,260.0
0.551,simultaneous_pose,227.5,0.0,227.5
0.554,simultaneous_pose,292.5,0.0,292.5
0.556,simultaneous_pose,292.5,0.0,292.5
0.559,simultaneous_pose,299.0,0.0,299.0
0.562,simultaneous_pose,279.5,0.0,279.5
0.564,simultaneous_pose,266.5,0.0,266.5
0.567,simultaneous_pose,286.0,0.0,286.0
0.57,simultaneous_pose,292.5,0.0,292.5
0.573,simultaneous_pose,286.0,0.0,286.0
0.575,simultaneous_pose,299.0,0.0,299.0
0.578,simultaneous_pose,299.0,0.0,299.0
0.58,simultaneous_pose,292.5,0.0,292.5
0.583,simultaneous_pose,279.5,0.0,279.5
0.586,simultaneous_pose,299.0,0.0,299.0
0.588,simultaneous_pose,273.0,0.0,273.0
0.591,simultaneous_pose,325.0,6.5,331.5
0.593,simultaneous_pose,286.0,6.5,292.5
0.596,simultaneous_pose,292.5,0.0,292.5
0.599,simultaneous_pose,292.5,0.0,292.5
0.601,simultaneous_pose,292.5,0.0,292.5
0.604,simultaneous_pose,273.0,0.0,273.0
0.606,simultaneous_pose,299.0,6.5,305.5
0.609,simultaneous_pose,266.5,0.0,266.5
0.612,simultaneous_pose,260.0,0.0,260.0
0.614,simultaneous_pose,266.5,6.5,273.0
0.617,simultaneous_pose,266.5,0.0,266.5
0.619,simultaneous_pose,279.5,0.0,279.5
0.622,simultaneous_pose,253.5,0.0,253.5
0.625,simultaneous_pose,279.5,0.0,279.5
0.627,simultaneous_pose,273.0,6.5,279.5
0.63,simultaneous_pose,240.5,0.0,240.5
0.632,simultaneous_pose,240.5,6.5,247.0
0.635,simultaneous_pose,260.0,0.0,260.0
0.637,simultaneous_pose,247.0,0.0,247.0
0.64,simultaneous_pose,253.5,0.0,253.5
0.643,simultaneous_pose,221.0,0.0,221.0
0.645,simultaneous_pose,253.5,0.0,253.5
0.648,simultaneous_pose,234.0,0.0,234.0
0.651,simultaneous_pose,227.5,0.0,227.5
0.653,simultaneous_pose,253.5,0.0,253.5
0.656,simultaneous_pose,253.5,0.0,253.5
0.658,simultaneous_pose,266.5,6.5,273.0
0.661,simultaneous_pose,234.0,0.0,234.0
0.664,simultaneous_pose,279.5,0.0,279.5
0.666,simultaneous_pose,253.5,6.5,260.0
0.669,simultaneous_pose,260.0,0.0,260.0
0.672,simultaneous_pose,253.5,0.0,253.5
0.674,simultaneous_pose,253.5,0.0,253.5
0.677,simultaneous_pose,286.0,0.0,286.0
0.679,simultaneous_pose,279.5,0.0,279.5
0.682,simultaneous_pose,286.0,0.0,286.0
0.685,simultaneous_pose,273.0,0.0,273.0
0.687,simultaneous_pose,260.0,0.0,260.0
0.69,simultaneous_pose,260.0,0.0,260.0
0.692,simultaneous_pose,312.0,0.0,312.0
0.695,simultaneous_pose,273.0,0.0,273.0
0.698,simultaneous_pose,279.5,0.0,279.5
0.7,simultaneous_pose,286.0,0.0,286.0
0.703,simultaneous_pose,305.5,0.0,305.5
0.706,simultaneous_pose,247.0,0.0,247.0
0.708,simultaneous_pose,286.0,0.0,286.0
0.711,simultaneous_pose,273.0,0.0,273.0
0.713,simultaneous_pose,273.0,0.0,273.0
0.716,simultaneous_pose,305.5,0.0,305.5
0.719,simultaneous_pose,273.0,0.0,273.0
0.721,simultaneous_pose,266.5,0.0,266.5
0.724,simultaneous_pose,305.5,0.0,305.5
0.726,simultaneous_pose,253.5,0.0,253.5
0.729,simultaneous_pose,299.0,0.0,299.0
0.732,simultaneous_pose,260.0,0.0,260.0
0.734,simultaneous_pose,292.5,0.0,292.5
0.737,simultaneous_pose,312.0,0.0,312.0
0.739,simultaneous_pose,299.0,0.0,299.0
0.742,simultaneous_pose,273.0,6.5,279.5
0.745,simultaneous_pose,279.5,0.0,279.5
0.747,simultaneous_pose,260.0,0.0,260.0
0.75,simultaneous_pose,286.0,0.0,286.0
0.752,simultaneous_pose,260.0,6.5,266.5
0.755,simultaneous_pose,331.5,0.0,331.5
0.758,simultaneous_pose,299.0,0.0,299.0
0.76,simultaneous_pose,299.0,0.0,299.0
0.763,simultaneous_pose,299.0,0.0,299.0
0.765,simultaneous_pose,305.5,0.0,305.5
0.768,simultaneous_pose,305.5,0.0,305.5
0.77,simultaneous_pose,312.0,0.0,312.0
0.773,simultaneous_pose,292.5,0.0,292.5
0.776,simultaneous_pose,325.0,0.0,325.0
0.778,simultaneous_pose,292.5,0.0,292.5
0.781,simultaneous_pose,292.5,0.0,292.5
0.783,simultaneous_pose,325.0,0.0,325.0
0.786,simultaneous_pose,312.0,6.5,318.5
0.789,simultaneous_pose,273.0,0.0,273.0
0.791,simultaneous_pose,305.5,0.0,305.5
0.794,simultaneous_pose,318.5,0.0,318.5
0.797,simultaneous_pose,273.0,0.0,273.0
0.799,simultaneous_pose,325.0,6.5,331.5
0.802,simultaneous_pose,273.0,0.0,273.0
0.804,simultaneous_pose,273.0,0.0,273.0
0.807,simultaneous_pose,305.5,0.0,305.5
0.809,simultaneous_pose,273.0,0.0,273.0
0.812,simultaneous_pose,279.5,0.0,279.5
0.815,simultaneous_pose,286.0,0.0,286.0
0.817,simultaneous_pose,299.0,0.0,299.0
0.82,simultaneous_pose,325.0,0.0,325.0
0.822,simultaneous_pose,312.0,0.0,312.0
0.825,simultaneous_pose,273.0,0.0,273.0
0.827,simultaneous_pose,299.0,0.0,299.0
0.83,simultaneous_pose,292.5,0.0,292.5
0.833,simultaneous_pose,305.5,0.0,305.5
0.835,simultaneous_pose,305.5,0.0,305.5
0.838,simultaneous_pose,312.0,0.0,312.0
0.84,simultaneous_pose,292.5,0.0,292.5
0.843,simultaneous_pose,299.0,0.0,299.0
0.845,simultaneous_pose,299.0,0.0,299.0
0.848,simultaneous_pose,292.5,0.0,292.5
0.851,simultaneous_pose,299.0,0.0,299.0
0.853,simultaneous_pose,260.0,0.0,260.0
0.856,simultaneous_pose,305.5,0.0,305.5
0.858,simultaneous_pose,305.5,0.0,305.5
0.861,simultaneous_pose,279.5,0.0,279.5
0.863,simultaneous_pose,312.0,0.0,312.0
0.866,simultaneous_pose,325.0,0.0,325.0
0.869,simultaneous_pose,305.5,0.0,305.5
0.871,simultaneous_pose,318.5,0.0,318.5
0.874,simultaneous_pose,312.0,0.0,312.0
0.876,simultaneous_pose,299.0,0.0,299.0
0.879,simultaneous_pose,305.5,0.0,305.5
0.882,simultaneous_pose,299.0,0.0,299.0
0.884,simultaneous_pose,325.0,0.0,325.0
0.887,simultaneous_pose,312.0,0.0,312.0
0.889,simultaneous_pose,312.0,0.0,312.0
0.892,simultaneous_pose,325.0,0.0,325.0
0.894,simultaneous_pose,331.5,0.0,331.5
0.897,simultaneous_pose,305.5,0.0,305.5
0.9,simultaneous_pose,299.0,0.0,299.0
0.902,simultaneous_pose,318.5,0.0,318.5
0.905,simultaneous_pose,331.5,0.0,331.5
0.907,simultaneous_pose,305.5,0.0,305.5
0.91,simultaneous_pose,344.5,0.0,344.5
0.913,simultaneous_pose,338.0,0.0,338.0
0.915,simultaneous_pose,312.0,0.0,312.0
0.918,simultaneous_pose,260.0,0.0,260.0
0.92,simultaneous_pose,305.5,0.0,305.5
0.923,simultaneous_pose,299.0,0.0,299.0
0.926,simultaneous_pose,344.5,0.0,344.5
0.928,simultaneous_pose,305.5,0.0,305.5
0.931,simultaneous_pose,331.5,0.0,331.5
0.933,simultaneous_pose,318.5,0.0,318.5
0.936,simultaneous_pose,312.0,0.0,312.0
0.939,simultaneous_pose,305.5,0.0,305.5
0.941,simultaneous_pose,318.5,0.0,318.5
0.944,simultaneous_pose,279.5,0.0,279.5
0.947,simultaneous_pose,331.5,0.0,331.5
0.949,simultaneous_pose,325.0,0.0,325.0
0.952,simultaneous_pose,305.5,0.0,305.5
0.954,simultaneous_pose,318.5,0.0,318.5
0.957,simultaneous_pose,299.0,0.0,299.0
0.96,simultaneous_pose,305.5,0.0,305.5
0.962,simultaneous_pose,266.5,0.0,266.5
0.965,simultaneous_pose,266.5,0.0,266.5
0.967,simultaneous_pose,318.5,0.0,318.5
0.97,simultaneous_pose,318.5,0.0,318.5
0.973,simultaneous_pose,273.0,0.0,273.0
0.975,simultaneous_pose,305.5,0.0,305.5
0.978,simultaneous_pose,305.5,0.0,305.5
0.981,simultaneous_pose,312.0,0.0,312.0
0.983,simultaneous_pose,305.5,0.0,305.5
0.986,simultaneous_pose,292.5,0.0,292.5
0.989,simultaneous_pose,292.5,0.0,292.5
0.991,simultaneous_pose,318.5,0.0,318.5
0.994,simultaneous_pose,305.5,0.0,305.5
0.997,simultaneous_pose,305.5,6.5,312.0
0.999,simultaneous_pose,312.0,0.0,312.0
1.002,simultaneous_pose,292.5,0.0,292.5
1.004,simultaneous_pose,305.5,0.0,305.5
1.007,simultaneous_pose,292.5,0.0,292.5
1.01,simultaneous_pose,344.5,6.5,351.0
1.013,simultaneous_pose,312.0,6.5,318.5
1.015,simultaneous_pose,325.0,0.0,325.0
1.018,simultaneous_pose,351.0,0.0,351.0
1.02,simultaneous_pose,292.5,0.0,292.5
1.023,simultaneous_pose,325.0,0.0,325.0
1.026,simultaneous_pose,292.5,0.0,292.5
1.028,simultaneous_pose,318.5,0.0,318.5
1.031,simultaneous_pose,305.5,0.0,305.5
1.034,simultaneous_pose,299.0,0.0,299.0
1.036,simultaneous_pose,286.0,0.0,286.0
1.039,simultaneous_pose,318.5,0.0,318.5
1.041,simultaneous_pose,299.0,0.0,299.0
1.044,simultaneous_pose,273.0,0.0,273.0
1.046,simultaneous_pose,273.0,0.0,273.0
1.049,simultaneous_pose,266.5,0.0,266.5
1.052,simultaneous_pose,253.5,0.0,253.5
1.054,simultaneous_pose,292.5,0.0,292.5
1.057,simultaneous_pose,338.0,0.0,338.0
1.059,simultaneous_pose,305.5,0.0,305.5
1.062,simultaneous_pose,286.0,0.0,286.0
1.064,simultaneous_pose,305.5,0.0,305.5
1.067,simultaneous_pose,273.0,0.0,273.0
1.07,simultaneous_pose,318.5,0.0,318.5
1.072,simultaneous_pose,299.0,0.0,299.0
1.075,simultaneous_pose,292.5,0.0,292.5
1.077,simultaneous_pose,338.0,0.0,338.0
1.08,simultaneous_pose,351.0,0.0,351.0
1.082,simultaneous_pose,292.5,6.5,299.0
1.085,simultaneous_pose,318.5,0.0,318.5
1.088,simultaneous_pose,312.0,0.0,312.0
1.09,simultaneous_pose,312.0,0.0,312.0
1.093,simultaneous_pose,305.5,6.5,312.0
1.096,simultaneous_pose,331.5,0.0,331.5
1.098,simultaneous_pose,351.0,0.0,351.0
1.101,simultaneous_pose,325.0,0.0,325.0
1.103,simultaneous_pose,305.5,0.0,305.5
1.106,simultaneous_pose,325.0,6.5,331.5
1.109,simultaneous_pose,344.5,0.0,344.5
1.111,simultaneous_pose,299.0,0.0,299.0
1.114,simultaneous_pose,305.5,0.0,305.5
1.116,simultaneous_pose,344.5,6.5,351.0
1.119,simultaneous_pose,273.0,0.0,273.0
1.122,simultaneous_pose,305.5,0.0,305.5
1.124,simultaneous_pose,325.0,0.0,325.0
1.127,simultaneous_pose,338.0,0.0,338.0
1.129,simultaneous_pose,325.0,0.0,325.0
1.132,simultaneous_pose,286.0,0.0,286.0
1.135,simultaneous_pose,312.0,0.0,312.0
1.137,simultaneous_pose,312.0,0.0,312.0
1.14,simultaneous_pose,318.5,0.0,318.5
1.143,simultaneous_pose,312.0,0.0,312.0
1.145,simultaneous_pose,325.0,0.0,325.0
1.148,simultaneous_pose,286.0,0.0,286.0
1.151,simultaneous_pose,292.5,0.0,292.5
1.153,simultaneous_pose,312.0,0.0,312.0
1.156,simultaneous_pose,325.0,0.0,325.0
1.158,simultaneous_pose,286.0,0.0,286.0
1.161,simultaneous_pose,305.5,0.0,305.5
1.164,simultaneous_pose,279.5,0.0,279.5
1.166,simultaneous_pose,299.0,0.0,299.0
1.169,simultaneous_pose,253.5,0.0,253.5
1.171,simultaneous_pose,279.5,0.0,279.5
1.174,simultaneous_pose,292.5,0.0,292.5
1.177,simultaneous_pose,299.0,0.0,299.0
1.179,simultaneous_pose,240.5,6.5,247.0
1.182,simultaneous_pose,234.0,0.0,234.0
1.185,simultaneous_pose,208.0,0.0,208.0
1.187,simultaneous_pose,221.0,0.0,221.0
1.19,simultaneous_pose,182.0,0.0,182.0
1.193,simultaneous_pose,182.0,0.0,182.0
1.195,simultaneous_pose,162.5,0.0,162.5
1.198,simultaneous_pose,149.5,0.0,149.5
1.201,simultaneous_pose,149.5,0.0,149.5
1.203,simultaneous_pose,169.0,0.0,169.0
1.206,simultaneous_pose,149.5,0.0,149.5
1.208,simultaneous_pose,149.5,0.0,149.5
1.211,simultaneous_pose,130.0,0.0,130.0
1.213,simultaneous_pose,149.5,0.0,149.5
1.216,simultaneous_pose,123.5,0.0,123.5
1.219,simultaneous_pose,117.0,0.0,117.0
1.222,simultaneous_pose,123.5,0.0,123.5
1.224,simultaneous_pose,117.0,0.0,117.0
1.227,simultaneous_pose,123.5,0.0,123.5
1.229,simultaneous_pose,110.5,0.0,110.5
1.232,simultaneous_pose,117.0,0.0,117.0
1.235,simultaneous_pose,130.0,0.0,130.0
1.237,simultaneous_pose,117.0,0.0,117.0
1.24,simultaneous_pose,97.5,0.0,97.5
1.242,simultaneous_pose,104.0,0.0,104.0
1.245,simultaneous_pose,97.5,0.0,97.5
1.248,simultaneous_pose,110.5,0.0,110.5
1.25,simultaneous_pose,97.5,0.0,97.5
1.253,simultaneous_pose,110.5,0.0,110.5
1.256,simultaneous_pose,110.5,0.0,110.5
1.258,simultaneous_pose,117.0,0.0,117.0
1.261,simultaneous_pose,110.5,0.0,110.5
1.264,simultaneous_pose,84.5,6.5,91.0
1.266,simultaneous_pose,91.0,0.0,91.0
1.269,simultaneous_pose,97.5,0.0,97.5
1.271,simultaneous_pose,104.0,0.0,104.0
1.274,simultaneous_pose,110.5,0.0,110.5
1.277,simultaneous_pose,97.5,0.0,97.5
1.279,simultaneous_pose,110.5,0.0,110.5
1.282,simultaneous_pose,97.5,6.5,104.0
1.284,simultaneous_pose,117.0,0.0,117.0
1.287,simultaneous_pose,104.0,6.5,110.5
1.29,simultaneous_pose,104.0,0.0,104.0
1.292,simultaneous_pose,97.5,0.0,97.5
1.295,simultaneous_pose,84.5,0.0,84.5
1.298,simultaneous_pose,91.0,0.0,91.0
1.3,simultaneous_pose,91.0,0.0,91.0
1.303,simultaneous_pose,110.5,6.5,117.0
1.305,simultaneous_pose,97.5,0.0,97.5
1.308,simultaneous_pose,91.0,6.5,97.5
1.311,simultaneous_pose,104.0,0.0,104.0
1.313,simultaneous_pose,104.0,0.0,104.0
1.316,simultaneous_pose,104.0,0.0,104.0
1.319,simultaneous_pose,104.0,0.0,104.0
1.321,simultaneous_pose,97.5,0.0,97.5
1.324,simultaneous_pose,130.0,0.0,130.0
1.326,simultaneous_pose,104.0,0.0,104.0
1.329,simultaneous_pose,97.5,0.0,97.5
1.332,simultaneous_pose,104.0,0.0,104.0
1.334,simultaneous_pose,110.5,0.0,110.5
1.337,simultaneous_pose,97.5,0.0,97.5
1.339,simultaneous_pose,104.0,0.0,104.0
1.342,simultaneous_pose,97.5,0.0,97.5
1.345,simultaneous_pose,110.5,0.0,110.5
1.347,simultaneous_pose,97.5,0.0,97.5
1.35,simultaneous_pose,110.5,0.0,110.5
1.352,simultaneous_pose,97.5,0.0,97.5
1.355,simultaneous_pose,123.5,0.0,123.5
1.358,simultaneous_pose,143.0,0.0,143.0
1.36,simultaneous_pose,136.5,0.0,136.5
1.363,simultaneous_pose,149.5,0.0,149.5
1.366,simultaneous_pose,130.0,0.0,130.0
1.368,simultaneous_pose,130.0,0.0,130.0
1.371,simultaneous_pose,136.5,0.0,136.5
1.373,simultaneous_pose,136.5,0.0,136.5
1.376,simultaneous_pose,169.0,0.0,169.0
1.379,simultaneous_pose,156.0,0.0,156.0
1.381,simultaneous_pose,130.0,0.0,130.0
1.384,simultaneous_pose,156.0,0.0,156.0
1.386,simultaneous_pose,162.5,0.0,162.5
1.389,simultaneous_pose,156.0,0.0,156.0
1.392,simultaneous_pose,169.0,0.0,169.0
1.394,simultaneous_pose,136.5,0.0,136.5
1.397,simultaneous_pose,156.0,0.0,156.0
1.399,simultaneous_pose,149.5,0.0,149.5
1.402,simultaneous_pose,143.0,0.0,143.0
1.405,simultaneous_pose,143.0,0.0,143.0
1.407,simultaneous_pose,136.5,0.0,136.5
1.41,simultaneous_pose,143.0,0.0,143.0
1.412,simultaneous_pose,143.0,0.0,143.0
1.415,simultaneous_pose,149.5,0.0,149.5
1.417,simultaneous_pose,156.0,0.0,156.0
1.42,simultaneous_pose,136.5,0.0,136.5
1.423,simultaneous_pose,156.0,0.0,156.0
1.425,simultaneous_pose,143.0,0.0,143.0
1.428,simultaneous_pose,156.0,0.0,156.0
1.431,simultaneous_pose,149.5,0.0,149.5
1.433,simultaneous_pose,143.0,0.0,143.0
1.436,simultaneous_pose,169.0,0.0,169.0
1.438,simultaneous_pose,130.0,0.0,130.0
1.441,simultaneous_pose,149.5,0.0,149.5
1.444,simultaneous_pose,149.5,0.0,149.5
1.446,simultaneous_pose,143.0,0.0,143.0
1.449,simultaneous_pose,143.0,0.0,143.0
1.452,simultaneous_pose,130.0,0.0,130.0
1.454,simultaneous_pose,143.0,0.0,143.0
1.457,simultaneous_pose,162.5,0.0,162.5
1.459,simultaneous_pose,136.5,0.0,136.5
1.462,simultaneous_pose,143.0,0.0,143.0
1.465,simultaneous_pose,149.5,0.0,149.5
1.468,simultaneous_pose,136.5,0.0,136.5
1.47,simultaneous_pose,143.0,0.0,143.0
1.473,simultaneous_pose,143.0,0.0,143.0
1.475,simultaneous_pose,136.5,0.0,136.5
