elapsed_s,phase,arms_ma,head_ma,total_ma
0.003,simultaneous_pose,0.0,6.5,6.5
0.006,simultaneous_pose,0.0,6.5,6.5
0.008,simultaneous_pose,0.0,0.0,0.0
0.011,simultaneous_pose,0.0,0.0,0.0
0.014,simultaneous_pose,0.0,6.5,6.5
0.017,simultaneous_pose,0.0,0.0,0.0
0.019,simultaneous_pose,13.0,6.5,19.5
0.022,simultaneous_pose,0.0,6.5,6.5
0.025,simultaneous_pose,6.5,0.0,6.5
0.027,simultaneous_pose,19.5,0.0,19.5
0.03,simultaneous_pose,32.5,6.5,39.0
0.033,simultaneous_pose,39.0,6.5,45.5
0.036,simultaneous_pose,45.5,0.0,45.5
0.039,simultaneous_pose,45.5,0.0,45.5
0.041,simultaneous_pose,52.0,0.0,52.0
0.044,simultaneous_pose,71.5,0.0,71.5
0.047,simultaneous_pose,65.0,6.5,71.5
0.05,simultaneous_pose,71.5,0.0,71.5
0.053,simultaneous_pose,71.5,6.5,78.0
0.055,simultaneous_pose,78.0,0.0,78.0
0.058,simultaneous_pose,104.0,6.5,110.5
0.061,simultaneous_pose,104.0,0.0,104.0
0.064,simultaneous_pose,110.5,6.5,117.0
0.066,simultaneous_pose,117.0,0.0,117.0
0.069,simultaneous_pose,130.0,0.0,130.0
0.072,simultaneous_pose,117.0,6.5,123.5
0.075,simultaneous_pose,117.0,13.0,130.0
0.077,simultaneous_pose,110.5,0.0,110.5
0.08,simultaneous_pose,149.5,13.0,162.5
0.083,simultaneous_pose,156.0,6.5,162.5
0.085,simultaneous_pose,149.5,0.0,149.5
0.088,simultaneous_pose,143.0,0.0,143.0
0.091,simultaneous_pose,169.0,6.5,175.5
0.093,simultaneous_pose,156.0,0.0,156.0
0.096,simultaneous_pose,169.0,13.0,182.0
0.099,simultaneous_pose,169.0,0.0,169.0
0.101,simultaneous_pose,162.5,0.0,162.5
0.104,simultaneous_pose,169.0,13.0,182.0
0.107,simultaneous_pose,169.0,0.0,169.0
0.109,simultaneous_pose,169.0,6.5,175.5
0.112,simultaneous_pose,169.0,6.5,175.5
0.115,simultaneous_pose,175.5,0.0,175.5
0.117,simultaneous_pose,188.5,0.0,188.5
0.12,simultaneous_pose,169.0,13.0,182.0
0.123,simultaneous_pose,182.0,6.5,188.5
0.125,simultaneous_pose,169.0,0.0,169.0
0.128,simultaneous_pose,195.0,6.5,201.5
0.131,simultaneous_pose,195.0,0.0,195.0
0.133,simultaneous_pose,208.0,0.0,208.0
0.136,simultaneous_pose,240.5,0.0,240.5
0.139,simultaneous_pose,253.5,0.0,253.5
0.141,simultaneous_pose,214.5,0.0,214.5
0.144,simultaneous_pose,253.5,0.0,253.5
0.146,simultaneous_pose,221.0,0.0,221.0
0.149,simultaneous_pose,227.5,6.5,234.0
0.152,simultaneous_pose,266.5,0.0,266.5
0.154,simultaneous_pose,208.0,0.0,208.0
0.157,simultaneous_pose,240.5,0.0,240.5
0.159,simultaneous_pose,221.0,0.0,221.0
0.162,simultaneous_pose,221.0,0.0,221.0
0.164,simultaneous_pose,247.0,0.0,247.0
0.167,simultaneous_pose,214.5,0.0,214.5
0.17,simultaneous_pose,227.5,0.0,227.5
0.172,simultaneous_pose,227.5,0.0,227.5
0.175,simultaneous_pose,234.0,0.0,234.0
0.178,simultaneous_pose,221.0,0.0,221.0
0.18,simultaneous_pose,266.5,6.5,273.0
0.183,simultaneous_pose,240.5,0.0,240.5
0.185,simultaneous_pose,240.5,6.5,247.0
0.188,simultaneous_pose,247.0,13.0,260.0
0.191,simultaneous_pose,266.5,0.0,266.5
0.193,simultaneous_pose,279.5,0.0,279.5
0.196,simultaneous_pose,266.5,0.0,266.5
0.198,simultaneous_pose,240.5,0.0,240.5
0.201,simultaneous_pose,260.0,0.0,260.0
0.204,simultaneous_pose,286.0,0.0,286.0
0.206,simultaneous_pose,279.5,6.5,286.0
0.209,simultaneous_pose,247.0,0.0,247.0
0.211,simultaneous_pose,286.0,0.0,286.0
0.214,simultaneous_pose,318.5,6.5,325.0
0.216,simultaneous_pose,266.5,13.0,279.5
0.219,simultaneous_pose,260.0,13.0,273.0
0.222,simultaneous_pose,279.5,0.0,279.5
0.225,simultaneous_pose,299.0,0.0,299.0
0.227,simultaneous_pose,292.5,0.0,292.5
0.23,simultaneous_pose,299.0,6.5,305.5
0.232,simultaneous_pose,325.0,0.0,325.0
0.235,simultaneous_pose,299.0,0.0,299.0
0.238,simultaneous_pose,305.5,6.5,312.0
0.24,simultaneous_pose,318.5,0.0,318.5
0.243,simultaneous_pose,286.0,0.0,286.0
0.245,simultaneous_pose,318.5,0.0,318.5
0.248,simultaneous_pose,292.5,0.0,292.5
0.25,simultaneous_pose,318.5,0.0,318.5
0.253,simultaneous_pose,318.5,13.0,331.5
0.256,simultaneous_pose,299.0,0.0,299.0
0.258,simultaneous_pose,344.5,0.0,344.5
0.261,simultaneous_pose,357.5,6.5,364.0
0.264,simultaneous_pose,338.0,0.0,338.0
0.266,simultaneous_pose,351.0,0.0,351.0
0.269,simultaneous_pose,338.0,6.5,344.5
0.272,simultaneous_pose,364.0,0.0,364.0
0.274,simultaneous_pose,344.5,6.5,351.0
0.277,simultaneous_pose,331.5,0.0,331.5
0.279,simultaneous_pose,325.0,0.0,325.0
0.282,simultaneous_pose,344.5,0.0,344.5
0.284,simultaneous_pose,338.0,0.0,338.0
0.287,simultaneous_pose,370.5,0.0,370.5
0.29,simultaneous_pose,364.0,0.0,364.0
0.292,simultaneous_pose,351.0,0.0,351.0
0.295,simultaneous_pose,461.5,6.5,468.0
0.297,simultaneous_pose,364.0,0.0,364.0
0.3,simultaneous_pose,383.5,6.5,390.0
0.303,simultaneous_pose,377.0,6.5,383.5
0.305,simultaneous_pose,370.5,6.5,377.0
0.308,simultaneous_pose,422.5,0.0,422.5
0.31,simultaneous_pose,383.5,0.0,383.5
0.313,simultaneous_pose,383.5,0.0,383.5
0.316,simultaneous_pose,390.0,6.5,396.5
0.318,simultaneous_pose,403.0,0.0,403.0
0.321,simultaneous_pose,383.5,0.0,383.5
0.323,simultaneous_pose,377.0,0.0,377.0
0.326,simultaneous_pose,370.5,0.0,370.5
0.329,simultaneous_pose,364.0,0.0,364.0
0.331,simultaneous_pose,396.5,0.0,396.5
0.334,simultaneous_pose,370.5,0.0,370.5
0.336,simultaneous_pose,383.5,0.0,383.5
0.339,simultaneous_pose,383.5,0.0,383.5
0.342,simultaneous_pose,383.5,6.5,390.0
0.344,simultaneous_pose,377.0,0.0,377.0
0.347,simultaneous_pose,390.0,0.0,390.0
0.35,simultaneous_pose,357.5,6.5,364.0
0.352,simultaneous_pose,344.5,6.5,351.0
0.355,simultaneous_pose,390.0,6.5,396.5
0.358,simultaneous_pose,390.0,0.0,390.0
0.36,simultaneous_pose,390.0,0.0,390.0
0.363,simultaneous_pose,364.0,6.5,370.5
0.365,simultaneous_pose,383.5,0.0,383.5
0.368,simultaneous_pose,357.5,6.5,364.0
0.37,simultaneous_pose,331.5,0.0,331.5
0.373,simultaneous_pose,344.5,6.5,351.0
0.376,simultaneous_pose,312.0,0.0,312.0
0.378,simultaneous_pose,338.0,0.0,338.0
0.381,simultaneous_pose,357.5,0.0,357.5
0.383,simultaneous_pose,331.5,6.5,338.0
0.386,simultaneous_pose,338.0,0.0,338.0
0.389,simultaneous_pose,325.0,6.5,331.5
0.391,simultaneous_pose,312.0,0.0,312.0
0.394,simultaneous_pose,312.0,0.0,312.0
0.397,simultaneous_pose,331.5,0.0,331.5
0.399,simultaneous_pose,318.5,6.5,325.0
0.402,simultaneous_pose,331.5,0.0,331.5
0.404,simultaneous_pose,325.0,0.0,325.0
0.407,simultaneous_pose,299.0,0.0,299.0
0.409,simultaneous_pose,286.0,6.5,292.5
0.412,simultaneous_pose,286.0,6.5,292.5
0.415,simultaneous_pose,305.5,6.5,312.0
0.417,simultaneous_pose,299.0,6.5,305.5
0.42,simultaneous_pose,312.0,0.0,312.0
0.422,simultaneous_pose,286.0,0.0,286.0
0.425,simultaneous_pose,286.0,6.5,292.5
0.427,simultaneous_pose,292.5,0.0,292.5
0.43,simultaneous_pose,279.5,0.0,279.5
0.433,simultaneous_pose,266.5,0.0,266.5
0.435,simultaneous_pose,266.5,0.0,266.5
0.438,simultaneous_pose,299.0,0.0,299.0
0.44,simultaneous_pose,273.0,6.5,279.5
0.443,simultaneous_pose,273.0,0.0,273.0
0.446,simultaneous_pose,305.5,6.5,312.0
0.448,simultaneous_pose,286.0,0.0,286.0
0.451,simultaneous_pose,299.0,0.0,299.0
0.453,simultaneous_pose,279.5,6.5,286.0
0.456,simultaneous_pose,266.5,0.0,266.5
0.458,simultaneous_pose,266.5,0.0,266.5
0.461,simultaneous_pose,312.0,6.5,318.5
0.464,simultaneous_pose,286.0,0.0,286.0
0.466,simultaneous_pose,279.5,0.0,279.5
0.469,simultaneous_pose,260.0,0.0,260.0
