elapsed_s,phase,arms_ma,head_ma,total_ma
0.003,simultaneous_pose,0.0,0.0,0.0
0.006,simultaneous_pose,0.0,0.0,0.0
0.009,simultaneous_pose,0.0,6.5,6.5
0.012,simultaneous_pose,0.0,6.5,6.5
0.015,simultaneous_pose,0.0,6.5,6.5
0.017,simultaneous_pose,0.0,0.0,0.0
0.02,simultaneous_pose,39.0,0.0,39.0
0.023,simultaneous_pose,13.0,0.0,13.0
0.026,simultaneous_pose,26.0,0.0,26.0
0.029,simultaneous_pose,39.0,0.0,39.0
0.032,simultaneous_pose,32.5,0.0,32.5
0.035,simultaneous_pose,39.0,0.0,39.0
0.038,simultaneous_pose,65.0,0.0,65.0
0.041,simultaneous_pose,65.0,0.0,65.0
0.044,simultaneous_pose,58.5,6.5,65.0
0.047,simultaneous_pose,78.0,0.0,78.0
0.049,simultaneous_pose,84.5,6.5,91.0
0.052,simultaneous_pose,84.5,0.0,84.5
0.055,simultaneous_pose,97.5,6.5,104.0
0.058,simultaneous_pose,97.5,0.0,97.5
0.061,simultaneous_pose,110.5,0.0,110.5
0.063,simultaneous_pose,117.0,0.0,117.0
0.066,simultaneous_pose,123.5,0.0,123.5
0.069,simultaneous_pose,117.0,6.5,123.5
0.072,simultaneous_pose,110.5,0.0,110.5
0.075,simultaneous_pose,123.5,0.0,123.5
0.078,simultaneous_pose,149.5,6.5,156.0
0.081,simultaneous_pose,143.0,6.5,149.5
0.084,simultaneous_pose,136.5,0.0,136.5
0.087,simultaneous_pose,143.0,0.0,143.0
0.089,simultaneous_pose,162.5,0.0,162.5
0.092,simultaneous_pose,175.5,6.5,182.0
0.095,simultaneous_pose,143.0,0.0,143.0
0.098,simultaneous_pose,182.0,6.5,188.5
0.101,simultaneous_pose,162.5,0.0,162.5
0.104,simultaneous_pose,136.5,6.5,143.0
0.106,simultaneous_pose,156.0,6.5,162.5
0.109,simultaneous_pose,188.5,6.5,195.0
0.112,simultaneous_pose,162.5,0.0,162.5
0.115,simultaneous_pose,130.0,0.0,130.0
0.118,simultaneous_pose,149.5,6.5,156.0
0.121,simultaneous_pose,169.0,6.5,175.5
0.123,simultaneous_pose,175.5,0.0,175.5
0.126,simultaneous_pose,182.0,0.0,182.0
0.129,simultaneous_pose,201.5,0.0,201.5
0.132,simultaneous_pose,188.5,0.0,188.5
0.135,simultaneous_pose,208.0,0.0,208.0
0.138,simultaneous_pose,234.0,6.5,240.5
0.141,simultaneous_pose,208.0,0.0,208.0
0.144,simultaneous_pose,253.5,0.0,253.5
0.146,simultaneous_pose,221.0,0.0,221.0
0.149,simultaneous_pose,227.5,0.0,227.5
0.152,simultaneous_pose,273.0,6.5,279.5
0.155,simultaneous_pose,227.5,0.0,227.5
